	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
ERBB3	-0.47552234968751256		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
ARIH1	-0.4752980418719101		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
PDIA3	-0.4745376816748309		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
ACTB	-0.4743840775804769		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
SF3B1	-0.4742405840368389		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
GBX1	-0.473046827037117		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
TNS4	-0.4728036661549483		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
PPP1R10	-0.4725703563443724		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
NUP43	-0.4721793195656414		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
DLX6	-0.4720065768389572		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
UBE4B	-0.47048546590125945		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
RPS26P11	-0.4697983787634268		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
UBR4	-0.4695003113710467		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
NDUFC2	-0.46938255483858554		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
KRT16	-0.46875592366306706		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
RBM28	-0.4687074597734906		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
RPS15	-0.46858064809269756		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
NODAL	-0.46836303237992466		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
FUBP1	-0.4680199704871547		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
POLR2G	-0.4679324058279847		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
SPINT2	-0.4678868751913915		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
RPS26	-0.46763835790191843		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
DCAF17	-0.4674387972133604		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
POLR1B	-0.4661453746345751		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
USPL1	-0.4655985569885849		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
SEC61A1	-0.46545258842317583		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
RSU1	-0.46536109308131907		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
USP39	-0.46522956550722094		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
RPAP1	-0.4650385968121208		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
CHMP2A	-0.4649920013550982		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
ASTN2	-0.46495149162591526		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
U2AF1	-0.4646954426356368		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
ARSI	-0.4646729427092738		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
RSL24D1	-0.46460324522617413		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
FBXO5	-0.4645375397394685		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
DTD1	-0.464524047667659		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
GDF1	-0.4644328503367503		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
CERS1	-0.4644328503367503		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
MIS18A	-0.4632482178155501		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
MRPL30	-0.463222362130827		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.000535714285714	0.000535714285714
L3MBTL1	-0.46304580049501604		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
TNPO1	-0.46304198154560267		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
MNX1	-0.4627835276817305		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
CDC27	-0.46245212074995373		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
PSMB4	-0.4623832343810702		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
GRB7	-0.46214762346047394		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
GPR68	-0.461953144547099		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
TXNL4A	-0.4618612816208777		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
VARS	-0.4617433276431864		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
FZD7	-0.46110733249281394		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
LFNG	-0.4609922171679472		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
STARD13	-0.46091720786561596		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
FBXO21	-0.46042140545556187		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
FBXW4P1	-0.4602998347759575		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
GTF2F1	-0.46024636860832524		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
POLR2E	-0.45997994709477524		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.000625	0.000625
SLC41A2	-0.45944925821422816		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
SFPQ	-0.4594112071605811		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
PLIN2	-0.4589772298631131		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
SLC39A7	-0.4589559043068204		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
DIMT1	-0.4588584252787091		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
ZNF207	-0.4588486603149676		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
CTC1	-0.45877664588722533		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
PI4KAP2	-0.45868405998576134		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
CAP1	-0.4582877702715155		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
NUP93	-0.45780621555075357		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
RPL17-C18orf32	-0.45756983489804764		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
RPL17	-0.45756983489804764		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
TMEM158	-0.45741214578636197		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
VPRBP	-0.457403942883049		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
NACA	-0.45709489044012014		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
PI4KAP1	-0.45707739177102935		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
STAP1	-0.4570691081492449		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.000689655172414	0.000689655172414
NUP205	-0.45534090243265224		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
TP53	-0.4549326053185227		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
CD1B	-0.45489466930639294		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
ANAPC1	-0.4547511522981807		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
UBE2D1	-0.45452144402871114		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
GLIS2	-0.4544142873563075		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
PSMA2	-0.45436917089488227		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
OSTCP1	-0.4540058857315246		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
ZNHIT3	-0.4535640035000466		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
RNF34	-0.45346511867832984		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
ALG11	-0.4534088591298866		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.000769230769231	0.000769230769231
NSF	-0.4530673145528047		0.999991799918	8.20008200082e-06	8.20008200082e-06	1.0	0.000843373493976	0.000843373493976
TEAD3	-0.4527651095824176		0.999991799918	8.20008200082e-06	8.20008200082e-06	1.0	0.000843373493976	0.000843373493976
ADNP	-0.45267163363438473		0.999991799918	8.20008200082e-06	8.20008200082e-06	1.0	0.000843373493976	0.000843373493976
CACFD1	-0.4521211975699279		0.999991799918	8.20008200082e-06	8.20008200082e-06	1.0	0.000843373493976	0.000843373493976
DDX39B	-0.4516804796081113		0.999991799918	8.20008200082e-06	8.20008200082e-06	1.0	0.000843373493976	0.000843373493976
CLVS1	-0.45155479006136573		0.999991799918	8.20008200082e-06	8.20008200082e-06	1.0	0.000843373493976	0.000843373493976
TEX30	-0.4513558815571206		0.999991799918	8.20008200082e-06	8.20008200082e-06	1.0	0.000843373493976	0.000843373493976
FZR1	-0.45114954035060495		0.999991799918	8.20008200082e-06	8.20008200082e-06	1.0	0.000843373493976	0.000843373493976
CRNKL1	-0.45110942029741186		0.999991799918	8.20008200082e-06	8.20008200082e-06	1.0	0.000843373493976	0.000843373493976
FBL	-0.45108100038412274		0.999991799918	8.20008200082e-06	8.20008200082e-06	1.0	0.000843373493976	0.000843373493976
C16orf58	-0.4509019529497803		0.999990628478	9.37152228665e-06	9.37152228665e-06	1.0	0.000909090909091	0.000909090909091
PRKCD	-0.4508960723113855		0.999990628478	9.37152228665e-06	9.37152228665e-06	1.0	0.000909090909091	0.000909090909091
SVIL	-0.4506118994493417		0.999990628478	9.37152228665e-06	9.37152228665e-06	1.0	0.000909090909091	0.000909090909091
HBE1	-0.4505541774468707		0.999990628478	9.37152228665e-06	9.37152228665e-06	1.0	0.000909090909091	0.000909090909091
MPHOSPH8	-0.4504647633623878		0.999990628478	9.37152228665e-06	9.37152228665e-06	1.0	0.000909090909091	0.000909090909091
COPA	-0.4502075687172389		0.999990628478	9.37152228665e-06	9.37152228665e-06	1.0	0.000909090909091	0.000909090909091
COPS6	-0.4501733175022756		0.999990628478	9.37152228665e-06	9.37152228665e-06	1.0	0.000909090909091	0.000909090909091
DLG5	-0.4500852388436958		0.999990628478	9.37152228665e-06	9.37152228665e-06	1.0	0.000909090909091	0.000909090909091
RCC1	-0.4498711677355311		0.999990628478	9.37152228665e-06	9.37152228665e-06	1.0	0.000909090909091	0.000909090909091
ST8SIA3	-0.4498604079652993		0.999990628478	9.37152228665e-06	9.37152228665e-06	1.0	0.000909090909091	0.000909090909091
HEATR3	-0.44937574924978363		0.999989457037	1.05429625725e-05	1.05429625725e-05	1.0	0.00101694915254	0.00101694915254
POLR2B	-0.449296445856739		0.999988285597	1.17144028583e-05	1.17144028583e-05	1.0	0.00107843137255	0.00107843137255
SSB	-0.44925456295245414		0.999988285597	1.17144028583e-05	1.17144028583e-05	1.0	0.00107843137255	0.00107843137255
DSTYK	-0.44895119712734455		0.999988285597	1.17144028583e-05	1.17144028583e-05	1.0	0.00107843137255	0.00107843137255
RPL5	-0.4489476604963411		0.999988285597	1.17144028583e-05	1.17144028583e-05	1.0	0.00107843137255	0.00107843137255
GSPT1	-0.4483499757917666		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
C14orf28	-0.44833206166463296		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
DDX18	-0.4483253791515396		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
PIK3CA	-0.4477211027898999		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
CCL1	-0.44765731435159933		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
PSMC4	-0.4476494353325336		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
CSRP2	-0.4475403789668705		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
GPN3	-0.44675924043282533		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
UGCG	-0.44659893226140096		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
MYO1D	-0.4465638055264225		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
PSMG1	-0.4465034085874143		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
POLA1	-0.4464205572743895		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
SMARCC2	-0.4463857586293604		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
STRN3	-0.4462383057583286		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
LONP1	-0.44584101123983566		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
SF3A2	-0.44523049242272855		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
SKA1	-0.44522681127834673		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
SP7	-0.4448823077106708		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
KRT1	-0.444840080271458		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
ANKRD22	-0.4447976344287713		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
NAA15	-0.44471086267982807		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
CCT7	-0.4446484346351157		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
TSR2	-0.4444667696073119		0.999987114157	1.28858431441e-05	1.28858431441e-05	1.0	0.00107843137255	0.00107843137255
WISP2	-0.4439408975821159		0.999985942717	1.405728343e-05	1.405728343e-05	1.0	0.00116504854369	0.00116504854369
CDC40	-0.44371443667980515		0.999985942717	1.405728343e-05	1.405728343e-05	1.0	0.00116504854369	0.00116504854369
PSMA3	-0.4435484420477312		0.999984771276	1.52287237158e-05	1.52287237158e-05	1.0	0.00124401913876	0.00124401913876
ACAA1	-0.4434669476286949		0.999984771276	1.52287237158e-05	1.52287237158e-05	1.0	0.00124401913876	0.00124401913876
LSM8	-0.4433765449831001		0.999984771276	1.52287237158e-05	1.52287237158e-05	1.0	0.00124401913876	0.00124401913876
MYH10	-0.4432789871647964		0.999983599836	1.64001640016e-05	1.64001640016e-05	1.0	0.00132701421801	0.00132701421801
AUP1	-0.44316445078930256		0.999983599836	1.64001640016e-05	1.64001640016e-05	1.0	0.00132701421801	0.00132701421801
SMG6	-0.4426358683326247		0.999982428396	1.75716042875e-05	1.75716042875e-05	1.0	0.00140350877193	0.00140350877193
ITGB1	-0.4423481164184395		0.999982428396	1.75716042875e-05	1.75716042875e-05	1.0	0.00140350877193	0.00140350877193
MCM7	-0.442203142151309		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
TRIM16	-0.44212310140962297		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
PAFAH1B1	-0.44195685128731826		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
DDX19A	-0.4418815539995017		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
ARCN1	-0.44166819528698226		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
EMP3	-0.4412483244975757		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
SRRM1	-0.4410124702885616		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
PFAS	-0.4406957724071541		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
TRPM7	-0.44050353113496815		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
VPS36	-0.4404350129374935		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
CXorf40B	-0.4403266350984522		0.999981256955	1.87430445733e-05	1.87430445733e-05	1.0	0.00140350877193	0.00140350877193
